,PLAYER_ID,full_name,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,1628418,Thomas Bryant,2017-18,00,1610612747,LAL,20.0,15,0,72.0,8,21,0.381,1,10,0.1,5,9,0.556,3,14,17,6,1,2,2,6,22
1,1628418,Thomas Bryant,2018-19,00,1610612764,WAS,21.0,72,53,1496.0,309,502,0.616,33,99,0.333,107,137,0.781,113,341,454,92,25,67,60,126,758
2,1628418,Thomas Bryant,2019-20,00,1610612764,WAS,22.0,46,36,1147.0,243,418,0.581,37,91,0.407,86,116,0.741,98,233,331,83,25,49,53,103,609
3,1628418,Thomas Bryant,2020-21,00,1610612764,WAS,23.0,10,10,271.0,59,91,0.648,9,21,0.429,16,24,0.667,18,43,61,15,4,8,11,31,143
4,1628418,Thomas Bryant,2021-22,00,1610612764,WAS,24.0,27,9,439.0,77,148,0.52,12,42,0.286,35,40,0.875,26,82,108,23,6,21,19,43,201
5,1628418,Thomas Bryant,2022-23,00,1610612747,LAL,25.0,15,3,244.0,57,83,0.687,6,14,0.429,28,41,0.683,20,49,69,11,4,9,8,25,148
0,203493,Reggie Bullock,2013-14,00,1610612746,LAC,23.0,43,0,396.0,43,121,0.355,22,73,0.301,7,9,0.778,11,43,54,12,9,1,13,26,115
1,203493,Reggie Bullock,2014-15,00,1610612746,LAC,24.0,25,2,263.0,23,54,0.426,15,39,0.385,4,5,0.8,0,40,40,6,9,2,6,17,65
2,203493,Reggie Bullock,2014-15,00,1610612756,PHX,24.0,11,0,75.0,1,16,0.063,0,7,0.0,2,4,0.5,1,9,10,2,1,2,2,2,4
3,203493,Reggie Bullock,2014-15,00,0,TOT,24.0,36,2,338.0,24,70,0.343,15,46,0.326,6,9,0.667,1,49,50,8,10,4,8,19,69
4,203493,Reggie Bullock,2015-16,00,1610612765,DET,25.0,37,0,429.0,43,98,0.439,22,53,0.415,14,15,0.933,14,54,68,27,10,2,8,29,122
5,203493,Reggie Bullock,2016-17,00,1610612765,DET,26.0,31,5,467.0,54,128,0.422,28,73,0.384,5,7,0.714,13,51,64,29,18,3,10,22,141
6,203493,Reggie Bullock,2017-18,00,1610612765,DET,27.0,62,52,1732.0,267,546,0.489,125,281,0.445,39,49,0.796,27,127,154,95,47,13,47,70,698
7,203493,Reggie Bullock,2018-19,00,1610612765,DET,28.0,44,44,1355.0,182,441,0.413,114,294,0.388,56,64,0.875,20,103,123,109,24,5,54,79,534
8,203493,Reggie Bullock,2018-19,00,1610612747,LAL,28.0,19,16,524.0,63,153,0.412,34,99,0.343,17,21,0.81,2,48,50,20,16,7,11,30,177
9,203493,Reggie Bullock,2018-19,00,0,TOT,28.0,63,60,1879.0,245,594,0.412,148,393,0.377,73,85,0.859,22,151,173,129,40,12,65,109,711
10,203493,Reggie Bullock,2019-20,00,1610612752,NYK,29.0,29,19,684.0,90,224,0.402,37,111,0.333,17,21,0.81,13,55,68,42,25,3,19,56,234
11,203493,Reggie Bullock,2020-21,00,1610612752,NYK,30.0,65,64,1949.0,248,561,0.442,163,398,0.41,50,55,0.909,16,207,223,99,52,11,45,146,709
12,203493,Reggie Bullock,2021-22,00,1610612742,DAL,31.0,68,37,1902.0,201,501,0.401,141,392,0.36,40,48,0.833,33,208,241,83,41,14,40,111,583
13,203493,Reggie Bullock,2022-23,00,1610612742,DAL,31.0,29,19,802.0,49,142,0.345,38,117,0.325,15,21,0.714,11,82,93,27,21,3,12,64,151
0,203504,Trey Burke,2013-14,00,1610612762,UTA,21.0,70,68,2262.0,341,897,0.38,111,336,0.33,102,113,0.903,37,171,208,396,42,6,131,145,895
1,203504,Trey Burke,2014-15,00,1610612762,UTA,22.0,76,43,2288.0,370,1005,0.368,124,390,0.318,109,145,0.752,31,173,204,328,65,15,124,119,973
2,203504,Trey Burke,2015-16,00,1610612762,UTA,23.0,64,0,1366.0,262,634,0.413,88,256,0.344,67,82,0.817,18,94,112,148,35,6,80,86,679
3,203504,Trey Burke,2016-17,00,1610612764,WAS,24.0,57,0,703.0,116,255,0.455,31,70,0.443,22,29,0.759,7,40,47,100,11,5,48,54,285
4,203504,Trey Burke,2017-18,00,1610612752,NYK,25.0,36,9,785.0,193,384,0.503,38,105,0.362,37,57,0.649,13,58,71,170,24,4,43,43,461
5,203504,Trey Burke,2018-19,00,1610612752,NYK,26.0,33,7,689.0,148,358,0.413,30,86,0.349,62,75,0.827,15,47,62,94,21,5,29,33,388
6,203504,Trey Burke,2018-19,00,1610612742,DAL,26.0,25,1,436.0,88,190,0.463,26,73,0.356,41,49,0.837,13,24,37,65,12,2,20,25,243
7,203504,Trey Burke,2018-19,00,0,TOT,26.0,58,8,1125.0,236,548,0.431,56,159,0.352,103,124,0.831,28,71,99,159,33,7,49,58,631
8,203504,Trey Burke,2019-20,00,1610612755,PHI,27.0,25,0,329.0,59,127,0.465,16,38,0.421,13,18,0.722,15,20,35,53,7,1,12,21,147
9,203504,Trey Burke,2019-20,00,1610612742,DAL,27.0,8,1,191.0,35,82,0.427,16,37,0.432,10,11,0.909,1,14,15,30,9,1,9,12,96
10,203504,Trey Burke,2019-20,00,0,TOT,27.0,33,1,520.0,94,209,0.45,32,75,0.427,23,29,0.793,16,34,50,83,16,2,21,33,243
11,203504,Trey Burke,2020-21,00,1610612742,DAL,28.0,62,1,911.0,151,353,0.428,58,164,0.354,51,57,0.895,10,44,54,81,36,7,33,64,411
12,203504,Trey Burke,2021-22,00,1610612742,DAL,29.0,42,0,441.0,84,215,0.391,26,82,0.317,20,23,0.87,4,29,33,57,12,0,26,39,214
0,202692,Alec Burks,2011-12,00,1610612762,UTA,20.0,59,0,939.0,153,357,0.429,15,45,0.333,104,143,0.727,57,75,132,55,27,5,51,84,425
1,202692,Alec Burks,2012-13,00,1610612762,UTA,21.0,64,0,1137.0,163,388,0.42,33,92,0.359,92,129,0.713,37,108,145,92,35,13,74,114,451
2,202692,Alec Burks,2013-14,00,1610612762,UTA,22.0,78,12,2193.0,380,831,0.457,50,143,0.35,279,373,0.748,59,198,257,212,69,14,149,190,1089
3,202692,Alec Burks,2014-15,00,1610612762,UTA,23.0,27,27,899.0,121,300,0.403,26,68,0.382,106,129,0.822,19,95,114,82,17,5,52,64,374
4,202692,Alec Burks,2015-16,00,1610612762,UTA,24.0,31,3,797.0,137,334,0.41,32,79,0.405,106,141,0.752,16,93,109,63,18,4,51,71,412
5,202692,Alec Burks,2016-17,00,1610612762,UTA,25.0,42,0,653.0,99,248,0.399,25,76,0.329,60,78,0.769,17,103,120,30,18,5,35,50,283
6,202692,Alec Burks,2017-18,00,1610612762,UTA,26.0,64,1,1059.0,170,414,0.411,47,142,0.331,107,124,0.863,19,173,192,67,37,8,60,75,494
7,202692,Alec Burks,2018-19,00,1610612762,UTA,27.0,17,0,269.0,47,114,0.412,16,43,0.372,33,38,0.868,2,25,27,20,6,4,15,22,143
8,202692,Alec Burks,2018-19,00,1610612739,CLE,27.0,34,24,979.0,136,340,0.4,45,119,0.378,79,98,0.806,26,160,186,98,25,16,46,62,396
9,202692,Alec Burks,2018-19,00,1610612758,SAC,27.0,13,0,127.0,9,20,0.45,0,6,0.0,4,5,0.8,2,20,22,10,8,1,4,7,22
